GeneFamily,Sample,Value,Condition
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,53.6636560874,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,98.5791476036,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,138.4762102374,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,No_Monarch_Wild_260,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_248,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_249,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_250,21.764356727800003,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_251,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_252,30.6019267852,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Wild_253,27.8072300602,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Experiment_254,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,Monarch_Experiment_255,54.5372555603,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,NoMonarch_Experiment_257,20.470720779,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,NoMonarch_Experiment_258,118.9779118732,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,No_Monarch_Wild_260,0.0,Monarch
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_248,7.7395262179,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_249,0.0,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_250,11.380818474200002,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_251,32.0230507544,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_252,6.4418886677,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Wild_253,0.0,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Experiment_254,0.0,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,Monarch_Experiment_255,0.0,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,NoMonarch_Experiment_256,10.171239623,No-Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,No_Monarch_Wild_260,0.0,Monarch
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_248,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_249,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_250,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_251,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_252,9.8030019385,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Wild_253,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Experiment_254,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,Monarch_Experiment_255,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,NoMonarch_Experiment_256,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,NoMonarch_Experiment_257,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,NoMonarch_Experiment_258,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,NoMonarch_Experiment_259,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,No_Monarch_Wild_260,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis,NoMonarch_Wild_261,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_248,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_249,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_250,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_251,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_252,8.4789159985,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Wild_253,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Experiment_254,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,Monarch_Experiment_255,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_256,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_257,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_258,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Experiment_259,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,No_Monarch_Wild_260,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3,NoMonarch_Wild_261,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,No_Monarch_Wild_260,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,55.0780586614,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,41.4218515177,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,104.571505644,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,124.8081607834,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,No_Monarch_Wild_260,0.0,Monarch
NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,No_Monarch_Wild_260,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,49.792007404399996,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,64.99881691659999,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,No_Monarch_Wild_260,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,91.71941314819999,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,132.3407626038,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,No_Monarch_Wild_260,0.0,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_248,180.2387664309,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_249,95.6276128605,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_250,36.7724989194,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_251,87.3850599889,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_252,98.8454294687,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Wild_253,24.6292156193,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Experiment_254,114.69937378120001,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,Monarch_Experiment_255,123.3306240241,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,NoMonarch_Experiment_256,79.5153625433,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,NoMonarch_Experiment_257,165.38132465299998,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,NoMonarch_Experiment_258,154.40546556729998,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,NoMonarch_Experiment_259,107.76574205450001,No-Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,No_Monarch_Wild_260,119.0777887538,Monarch
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,NoMonarch_Wild_261,78.08003334770001,No-Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_248,0.0,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_249,0.0,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_250,49.0707712004,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_251,0.0,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_252,0.0,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Wild_253,26.0795385335,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_254,52.053814795,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,Monarch_Experiment_255,54.6720832817,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_256,40.280154153299996,No-Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_257,38.859302715300004,No-Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_258,28.5564056103,No-Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Experiment_259,26.2962582973,No-Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,No_Monarch_Wild_260,102.2609966816,Monarch
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_animalis,NoMonarch_Wild_261,0.0,No-Monarch
